"DRUG","CID","TIME","TAD","DV","DOSE","DOSEFLAT","NDOSES","LESION","LESIONNAME","METHOD","SET","OLDID","ID","RID","LESIONGROUP"
"GTX",15,144,0,2.3,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",15,144.5,0.5,17.2,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",15,145,1,16.9,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",15,146,2,19.2,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",15,148,4,19.1,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",15,150,6,16.5,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",15,152,8,14.8,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",15,168,24,2.34,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,0,0,0,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,0.5,0.5,9.4,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,1,1,7.97,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,2,2,9.17,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,4,4,11.8,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,6,6,9.26,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,8,8,5.91,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,24,24,0.649,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,144,0,2.15,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,144.5,0.5,10.9,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,145,1,9.02,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,146,2,12.5,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,148,4,11.7,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,150,6,12.4,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,152,8,13.7,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",16,168,24,2.12,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,0,0,0,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,0.5,0.5,9.01,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,1,1,12.7,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,2,2,13.1,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,4,4,12.3,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,6,6,10.1,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,8,8,6.58,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,24,24,1.07,100,403,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,144,0,2.12,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,144.5,0.5,12.2,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,145,1,15.7,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,146,2,15,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,148,4,13.9,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,150,6,10.8,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,152,8,8.44,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",17,168,24,3.84,100,403,7,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,0,0,0,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,0.5,0.5,1.21,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,1,1,2.2,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,2,2,4.03,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,4,4,3.92,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,6,6,1.68,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,8,8,0.797,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,24,24,0.206,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,336,0,0.502,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,336.5,0.5,5.55,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,337,1,5.68,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,338,2,4.14,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,340,4,2.41,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,342,6,1.17,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,344,8,0.551,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",18,360,24,0.509,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,0,0,0,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,0.5,0.5,1.17,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,1,1,1.45,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,2,2,1.97,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,4,4,3.01,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,6,6,1.12,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,8,8,0.463,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,24,24,0.146,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,336,0,0.552,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,336.5,0.5,4.68,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,337,1,5.01,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,338,2,4.64,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,340,4,1.94,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,342,6,1.09,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,344,8,0.594,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",19,360,24,0.609,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,0,0,0,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,0.5,0.5,0,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,1,1,0.985,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,2,2,3.17,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,4,4,3.18,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,6,6,1.59,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,8,8,0.894,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,24,24,0.115,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,336,0,0.382,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,336.5,0.5,0.779,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,337,1,1.54,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,338,2,1.02,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,340,4,0.885,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,342,6,1.12,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,344,8,1.04,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",20,360,24,0.375,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,0,0,0,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,0.5,0.5,1.3,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,1,1,1.19,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,2,2,2.14,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,4,4,2.87,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,6,6,1.4,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,8,8,0.724,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,24,24,0.253,40,161.2,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,336,0,1.34,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,336.5,0.5,5.54,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,337,1,5.67,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,338,2,6.36,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,340,4,4.38,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,342,6,2.55,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,344,8,1.69,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",21,360,24,1.32,40,161.2,15,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",22,0,0,0,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",22,0.5,0.5,0.5535,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",22,1,1,0.6925,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",22,2,2,0.581,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",22,3,3,0.608,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",22,5,5,1.06,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",22,7,7,0.5845,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",22,24,24,0.1535,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",23,0,0,0,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",23,0.5,0.5,1.95,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",23,1,1,1.71,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",23,2,2,2.435,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",23,3,3,1.98,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",23,5,5,1.22,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",23,7,7,0.627,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",23,24,24,0.1685,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",24,0,0,0,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",24,0.5,0.5,2.22,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",24,1,1,1.875,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",24,2,2,1.67,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",24,3,3,1.785,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",24,5,5,0.655,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",24,7,7,0.399,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",24,24,24,0.087,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",25,0,0,0,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",25,0.5,0.5,1.007,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",25,1,1,1.365,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",25,2,2,1.8,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",25,3,3,1.725,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",25,5,5,1.07,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",25,7,7,0.6585,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",25,24,24,0.133,30,86.4,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",26,0,0,0.001,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",26,0.5,0.5,3.42,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",26,1,1,2.49,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",26,2,2,2.4,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",26,3,3,5.02,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",26,5,5,1.8,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",26,7,7,0.89,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",26,24,24,0.211,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",27,0,0,0.001,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",27,0.5,0.5,2.84,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",27,1,1,3.04,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",27,2,2,3.15,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",27,3,3,3.53,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",27,5,5,1.56,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",27,7,7,0.64,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",27,24,24,0.192,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",28,0,0,0.001,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",28,0.5,0.5,3.07,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",28,1,1,1.67,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",28,2,2,3.64,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",28,3,3,2.6,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",28,5,5,2.01,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",28,7,7,1.05,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"GTX",28,24,24,0.199,60,172.8,1,-99,"Plasma",NA,"Other",NA,NA,NA,"Plasma"
"mCLB-073",1,0,0,0,10,34,3,-99,"Plasma",NA,"Other",NA,1,NA,"Plasma"
"mCLB-073",1,0.5,0.5,2.72,10,34,3,-99,"Plasma",NA,"Other",NA,1,NA,"Plasma"
"mCLB-073",1,1,1,3.35,10,34,3,-99,"Plasma",NA,"Other",NA,1,NA,"Plasma"
"mCLB-073",1,2,2,5.32,10,34,3,-99,"Plasma",NA,"Other",NA,1,NA,"Plasma"
"mCLB-073",1,4,4,6.45,10,34,3,-99,"Plasma",NA,"Other",NA,1,NA,"Plasma"
"mCLB-073",1,6,6,4.67,10,34,3,-99,"Plasma",NA,"Other",NA,1,NA,"Plasma"
"mCLB-073",1,24,24,0.0995,10,34,3,-99,"Plasma",NA,"Other",NA,1,NA,"Plasma"
"mCLB-073",1,48,0,0.161,10,34,3,-99,"Plasma",NA,"Other",NA,1,NA,"Plasma"
"mCLB-073",1,48.5,0.5,2.24,10,34,3,-99,"Plasma",NA,"Other",NA,1,NA,"Plasma"
"mCLB-073",1,49,1,3.8,10,34,3,-99,"Plasma",NA,"Other",NA,1,NA,"Plasma"
"mCLB-073",1,50,2,5.37,10,34,3,-99,"Plasma",NA,"Other",NA,1,NA,"Plasma"
"mCLB-073",2,0,0,0,10,34,3,-99,"Plasma",NA,"Other",NA,2,NA,"Plasma"
"mCLB-073",2,0.5,0.5,0.733,10,34,3,-99,"Plasma",NA,"Other",NA,2,NA,"Plasma"
"mCLB-073",2,1,1,1.05,10,34,3,-99,"Plasma",NA,"Other",NA,2,NA,"Plasma"
"mCLB-073",2,2,2,1.58,10,34,3,-99,"Plasma",NA,"Other",NA,2,NA,"Plasma"
"mCLB-073",2,4,4,4.87,10,34,3,-99,"Plasma",NA,"Other",NA,2,NA,"Plasma"
"mCLB-073",2,6,6,6.26,10,34,3,-99,"Plasma",NA,"Other",NA,2,NA,"Plasma"
"mCLB-073",2,24,24,0.315,10,34,3,-99,"Plasma",NA,"Other",NA,2,NA,"Plasma"
"mCLB-073",2,48,0,0.202,10,34,3,-99,"Plasma",NA,"Other",NA,2,NA,"Plasma"
"mCLB-073",2,48.5,0.5,1.28,10,34,3,-99,"Plasma",NA,"Other",NA,2,NA,"Plasma"
"mCLB-073",2,49,1,2.01,10,34,3,-99,"Plasma",NA,"Other",NA,2,NA,"Plasma"
"mCLB-073",2,50,2,3.92,10,34,3,-99,"Plasma",NA,"Other",NA,2,NA,"Plasma"
"mCLB-073",3,0,0,0,10,34,3,-99,"Plasma",NA,"Other",NA,3,NA,"Plasma"
"mCLB-073",3,0.5,0.5,0.696,10,34,3,-99,"Plasma",NA,"Other",NA,3,NA,"Plasma"
"mCLB-073",3,1,1,1.1,10,34,3,-99,"Plasma",NA,"Other",NA,3,NA,"Plasma"
"mCLB-073",3,2,2,2.05,10,34,3,-99,"Plasma",NA,"Other",NA,3,NA,"Plasma"
"mCLB-073",3,4,4,4.86,10,34,3,-99,"Plasma",NA,"Other",NA,3,NA,"Plasma"
"mCLB-073",3,6,6,5.13,10,34,3,-99,"Plasma",NA,"Other",NA,3,NA,"Plasma"
"mCLB-073",3,24,24,0.43,10,34,3,-99,"Plasma",NA,"Other",NA,3,NA,"Plasma"
"mCLB-073",3,48,0,0.493,10,34,3,-99,"Plasma",NA,"Other",NA,3,NA,"Plasma"
"mCLB-073",3,48.5,0.5,1.37,10,34,3,-99,"Plasma",NA,"Other",NA,3,NA,"Plasma"
"mCLB-073",3,49,1,2.12,10,34,3,-99,"Plasma",NA,"Other",NA,3,NA,"Plasma"
"mCLB-073",3,50,2,3.77,10,34,3,-99,"Plasma",NA,"Other",NA,3,NA,"Plasma"
"mCLB-073",4,0,0,0,10,34,3,-99,"Plasma",NA,"Other",NA,4,NA,"Plasma"
"mCLB-073",4,0.5,0.5,0.748,10,34,3,-99,"Plasma",NA,"Other",NA,4,NA,"Plasma"
"mCLB-073",4,1,1,1.32,10,34,3,-99,"Plasma",NA,"Other",NA,4,NA,"Plasma"
"mCLB-073",4,2,2,1.6,10,34,3,-99,"Plasma",NA,"Other",NA,4,NA,"Plasma"
"mCLB-073",4,4,4,6.56,10,34,3,-99,"Plasma",NA,"Other",NA,4,NA,"Plasma"
"mCLB-073",4,6,6,4.68,10,34,3,-99,"Plasma",NA,"Other",NA,4,NA,"Plasma"
"mCLB-073",4,24,24,0.184,10,34,3,-99,"Plasma",NA,"Other",NA,4,NA,"Plasma"
"mCLB-073",4,48,0,0.169,10,34,3,-99,"Plasma",NA,"Other",NA,4,NA,"Plasma"
"mCLB-073",4,48.5,0.5,0.868,10,34,3,-99,"Plasma",NA,"Other",NA,4,NA,"Plasma"
"mCLB-073",4,49,1,1.39,10,34,3,-99,"Plasma",NA,"Other",NA,4,NA,"Plasma"
"mCLB-073",4,50,2,2.21,10,34,3,-99,"Plasma",NA,"Other",NA,4,NA,"Plasma"
"mCLB-073",5,0,0,0,10,34,3,-99,"Plasma",NA,"Other",NA,5,NA,"Plasma"
"mCLB-073",5,0.5,0.5,1.21,10,34,3,-99,"Plasma",NA,"Other",NA,5,NA,"Plasma"
"mCLB-073",5,1,1,1.81,10,34,3,-99,"Plasma",NA,"Other",NA,5,NA,"Plasma"
"mCLB-073",5,2,2,3.04,10,34,3,-99,"Plasma",NA,"Other",NA,5,NA,"Plasma"
"mCLB-073",5,4,4,6.9,10,34,3,-99,"Plasma",NA,"Other",NA,5,NA,"Plasma"
"mCLB-073",5,6,6,6.47,10,34,3,-99,"Plasma",NA,"Other",NA,5,NA,"Plasma"
"mCLB-073",5,24,24,0.395,10,34,3,-99,"Plasma",NA,"Other",NA,5,NA,"Plasma"
"mCLB-073",5,48,0,0.286,10,34,3,-99,"Plasma",NA,"Other",NA,5,NA,"Plasma"
"mCLB-073",5,48.5,0.5,2.07,10,34,3,-99,"Plasma",NA,"Other",NA,5,NA,"Plasma"
"mCLB-073",5,49,1,2.74,10,34,3,-99,"Plasma",NA,"Other",NA,5,NA,"Plasma"
"mCLB-073",5,50,2,5.49,10,34,3,-99,"Plasma",NA,"Other",NA,5,NA,"Plasma"
"mCLB-073",5,52,4,11.2,10,34,3,-99,"Plasma",NA,"Other",NA,5,NA,"Plasma"
"mCLB-073",5,54,6,6.09,10,34,3,-99,"Plasma",NA,"Other",NA,5,NA,"Plasma"
"mCLB-073",6,0,0,0,10,34,3,-99,"Plasma",NA,"Other",NA,6,NA,"Plasma"
"mCLB-073",6,0.5,0.5,0.705,10,34,3,-99,"Plasma",NA,"Other",NA,6,NA,"Plasma"
"mCLB-073",6,1,1,0.986,10,34,3,-99,"Plasma",NA,"Other",NA,6,NA,"Plasma"
"mCLB-073",6,2,2,1.58,10,34,3,-99,"Plasma",NA,"Other",NA,6,NA,"Plasma"
"mCLB-073",6,4,4,3.71,10,34,3,-99,"Plasma",NA,"Other",NA,6,NA,"Plasma"
"mCLB-073",6,6,6,4.03,10,34,3,-99,"Plasma",NA,"Other",NA,6,NA,"Plasma"
"mCLB-073",6,24,24,0.65,10,34,3,-99,"Plasma",NA,"Other",NA,6,NA,"Plasma"
"mCLB-073",6,48,0,0.665,10,34,3,-99,"Plasma",NA,"Other",NA,6,NA,"Plasma"
"mCLB-073",6,48.5,0.5,1.53,10,34,3,-99,"Plasma",NA,"Other",NA,6,NA,"Plasma"
"mCLB-073",6,49,1,1.97,10,34,3,-99,"Plasma",NA,"Other",NA,6,NA,"Plasma"
"mCLB-073",6,50,2,2.51,10,34,3,-99,"Plasma",NA,"Other",NA,6,NA,"Plasma"
"mCLB-073",6,52,4,5.83,10,34,3,-99,"Plasma",NA,"Other",NA,6,NA,"Plasma"
"mCLB-073",6,54,6,7.73,10,34,3,-99,"Plasma",NA,"Other",NA,6,NA,"Plasma"
"mCLB-073",7,0,0,0,10,34,3,-99,"Plasma",NA,"Other",NA,7,NA,"Plasma"
"mCLB-073",7,0.5,0.5,0.667,10,34,3,-99,"Plasma",NA,"Other",NA,7,NA,"Plasma"
"mCLB-073",7,1,1,1.56,10,34,3,-99,"Plasma",NA,"Other",NA,7,NA,"Plasma"
"mCLB-073",7,2,2,2.14,10,34,3,-99,"Plasma",NA,"Other",NA,7,NA,"Plasma"
"mCLB-073",7,4,4,7.24,10,34,3,-99,"Plasma",NA,"Other",NA,7,NA,"Plasma"
"mCLB-073",7,6,6,6.48,10,34,3,-99,"Plasma",NA,"Other",NA,7,NA,"Plasma"
"mCLB-073",7,24,24,0.256,10,34,3,-99,"Plasma",NA,"Other",NA,7,NA,"Plasma"
"mCLB-073",7,48,0,0.278,10,34,3,-99,"Plasma",NA,"Other",NA,7,NA,"Plasma"
"mCLB-073",7,48.5,0.5,1.13,10,34,3,-99,"Plasma",NA,"Other",NA,7,NA,"Plasma"
"mCLB-073",7,49,1,1.53,10,34,3,-99,"Plasma",NA,"Other",NA,7,NA,"Plasma"
"mCLB-073",7,50,2,3.09,10,34,3,-99,"Plasma",NA,"Other",NA,7,NA,"Plasma"
"mCLB-073",7,52,4,5.55,10,34,3,-99,"Plasma",NA,"Other",NA,7,NA,"Plasma"
"mCLB-073",7,54,6,5.15,10,34,3,-99,"Plasma",NA,"Other",NA,7,NA,"Plasma"
"mCLB-073",8,0,0,0,10,34,3,-99,"Plasma",NA,"Other",NA,8,NA,"Plasma"
"mCLB-073",8,0.5,0.5,2.04,10,34,3,-99,"Plasma",NA,"Other",NA,8,NA,"Plasma"
"mCLB-073",8,1,1,1.59,10,34,3,-99,"Plasma",NA,"Other",NA,8,NA,"Plasma"
"mCLB-073",8,2,2,4.94,10,34,3,-99,"Plasma",NA,"Other",NA,8,NA,"Plasma"
"mCLB-073",8,4,4,8.59,10,34,3,-99,"Plasma",NA,"Other",NA,8,NA,"Plasma"
"mCLB-073",8,6,6,6.19,10,34,3,-99,"Plasma",NA,"Other",NA,8,NA,"Plasma"
"mCLB-073",8,24,24,0.368,10,34,3,-99,"Plasma",NA,"Other",NA,8,NA,"Plasma"
"mCLB-073",8,48,0,0.419,10,34,3,-99,"Plasma",NA,"Other",NA,8,NA,"Plasma"
"mCLB-073",8,48.5,0.5,4.89,10,34,3,-99,"Plasma",NA,"Other",NA,8,NA,"Plasma"
