"DRUG","CID","TIME","TAD","DV","DOSE","DOSEFLAT","NDOSES","LESION","LESIONNAME","METHOD","SET","OLDID","ID","RID","LESIONGROUP"
"CFZ",7,0,0,0,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",7,0.5,0.5,0,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",7,1,1,0.00143,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",7,3,3,0.0482,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",7,5,5,0.0974,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",7,7,7,0.116,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",7,48,0,0.107,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",7,48.5,0.5,0.0911,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",7,49,1,0.0895,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",7,51,3,0.132,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",7,53,5,0.283,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",7,55,7,0.273,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",8,0,0,0,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",8,0.5,0.5,0,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",8,1,1,0.0015,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",8,3,3,0.0386,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",8,5,5,0.104,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",8,7,7,0.137,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",8,48,0,0.137,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",8,48.5,0.5,0.116,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",8,49,1,0.12,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",8,51,3,0.166,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",8,53,5,0.194,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",8,55,7,0.261,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",9,0,0,0,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",9,0.5,0.5,0,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",9,1,1,0,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",9,3,3,0.00397,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",9,5,5,0.0776,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",9,7,7,0.122,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",9,48,0,0.0605,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",9,48.5,0.5,0.0594,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",9,49,1,0.0658,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",9,51,3,0.219,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",9,53,5,0.33,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",9,55,7,0.34,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",9,72,24,0.0815,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",9,96,48,0.0347,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",10,0,0,0,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",10,0.5,0.5,0,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",10,1,1,0.00204,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",10,3,3,0.0495,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",10,5,5,0.137,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",10,7,7,0.194,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",10,48,0,0.107,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",10,48.5,0.5,0.1,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",10,49,1,0.114,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",10,51,3,0.333,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",10,53,5,0.519,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",10,55,7,0.463,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",10,72,24,0.206,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",10,96,48,0.0905,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",11,16,16,0.107,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",11,20,20,0.0963,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",11,24,24,0.0732,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",11,40,16,0.146,35,0,2,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",11,44,20,0.135,35,0,2,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",11,48,24,0.102,35,0,2,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",12,16,16,0.129,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",12,20,20,0.12,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",12,24,24,0.0905,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",12,40,16,0.273,35,0,2,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",12,44,20,0.3,35,0,2,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",12,48,24,0.203,35,0,2,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",13,40,16,0.0569,35,0,2,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",13,44,20,0.0446,35,0,2,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",13,48,24,0.0275,35,0,2,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",13,48,0,0.0573,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",13,64,16,0.105,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",13,68,20,0.0991,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",13,72,24,0.0716,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",14,40,16,0.0963,35,0,2,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",14,44,20,0.0814,35,0,2,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",14,48,24,0.06,35,0,2,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",14,48,0,0.341,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",14,64,16,0.281,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",14,68,20,0.396,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",14,72,24,0.257,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",15,48,0,0.233,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",15,48.5,0.5,0.211,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",15,49,1,0.204,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",15,51,3,0.192,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",15,53,5,0.257,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",15,55,7,0.384,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",15,120,72,0.0835,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",16,48,0,0.183,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",16,48.5,0.5,0.179,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",16,49,1,0.175,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",16,51,3,0.193,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",16,53,5,0.26,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",16,55,7,0.495,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",16,120,72,0.0969,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",17,48,0,0.246,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",17,48.5,0.5,0.225,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",17,49,1,0.236,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",17,51,3,0.586,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",17,53,5,0.831,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",17,55,7,0.681,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",17,120,72,0.143,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",18,48,0,0.383,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",18,48.5,0.5,0.333,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",18,49,1,0.397,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",18,51,3,0.347,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",18,53,5,0.601,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",18,55,7,0.688,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",18,120,72,0.519,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",19,48,0,0.576,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",19,48.5,0.5,0.571,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",19,49,1,0.542,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",19,51,3,0.463,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",19,53,5,0.789,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",19,55,7,0.814,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",19,120,72,0.978,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",20,0,0,0,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",20,4,4,0.28,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",20,6,6,0.318,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",20,8,8,0.342,35,0,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",20,48,0,0.168,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",20,72,24,0.172,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",20,76,28,0.224,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",20,78,30,0.242,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",20,80,32,0.163,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"CFZ",20,96,48,0.139,35,0,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",1,0.5,0.5,8.98,50,144.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",1,0.5,0.5,0.0683,50,144.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",1,1,1,6.91,50,144.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",1,1,1,0.0534,50,144.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",1,2,2,19.5,50,144.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",1,2,2,0.0606,50,144.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",1,3,3,14.9,50,144.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",1,3,3,0.12,50,144.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",1,5,5,6.03,50,144.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",1,5,5,0.0849,50,144.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",1,7,7,2.43,50,144.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",1,7,7,0.0492,50,144.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",1,24.23333333,24,0.566,50,144.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",1,24.23333333,24,0.0339,50,144.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",2,0.5,0.5,19.3,50,133.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",2,0.5,0.5,0.0353,50,133.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",2,1,1,29.2,50,133.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",2,1,1,0.102,50,133.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",2,2,2,19.2,50,133.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",2,2,2,0.118,50,133.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",2,3,3,15.5,50,133.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",2,3,3,0.155,50,133.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",2,5,5,12.3,50,133.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",2,5,5,0.188,50,133.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",2,7,7,4.42,50,133.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",2,7,7,0.0501,50,133.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",2,24.4,24,0.254,50,133.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",2,24.4,24,0.0335,50,133.5,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",3,0.5,0.5,17.4,50,133,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",3,0.5,0.5,3.73,50,133,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",3,1,1,23.8,50,133,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",3,1,1,5.61,50,133,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",3,2,2,18.1,50,133,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",3,2,2,6.88,50,133,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",3,3,3,9.5,50,133,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",3,3,3,5.45,50,133,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",3,5,5,2.72,50,133,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",3,5,5,2.63,50,133,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",3,7,7,0.738,50,133,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",3,7,7,0.915,50,133,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",3,24.6,24,0.126,50,133,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",3,24.6,24,0.125,50,133,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",4,0.5,0.5,26.8,50,136,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",4,0.5,0.5,5.45,50,136,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",4,1,1,28.9,50,136,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",4,1,1,8.56,50,136,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",4,2,2,13.8,50,136,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",4,2,2,8.65,50,136,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",4,3,3,5.95,50,136,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",4,3,3,5.49,50,136,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",4,5,5,1.92,50,136,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",4,5,5,2.49,50,136,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",4,7,7,0.663,50,136,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",4,7,7,0.738,50,136,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",4,24.25,24,0.0747,50,136,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",4,24.25,24,0.102,50,136,1,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,47.96666667,0,0.0326,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,47.96666667,0,0,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,48.5,0.5,4.34,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,48.5,0.5,0.583,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,49,1,3.85,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,49,1,0.646,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,50,2,2.92,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,50,2,0.793,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,51,3,1.94,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,51,3,0.695,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,53,5,0.859,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,53,5,0.372,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,55,7,0.323,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,55,7,0.163,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,72,24,0.0253,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",5,72,24,0,10,25.4,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,47.93333333,0,0.0113,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,47.93333333,0,0,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,48.5,0.5,2.57,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,48.5,0.5,1.8,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,49,1,1.97,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,49,1,1.83,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,50,2,0.886,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,50,2,1.23,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,51,3,0.466,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,51,3,0.781,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,53,5,0.216,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,53,5,0.237,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,55,7,0.0741,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,55,7,0.113,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,72,24,0.00752,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",6,72,24,0,10,25.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,47.98333333,0,0.0149,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,47.98333333,0,0,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,48.5,0.5,3.6,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,48.5,0.5,1.19,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,49,1,3.31,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,49,1,1.42,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,50,2,2.49,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,50,2,1.64,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,51,3,1.14,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,51,3,1.06,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,53,5,0.283,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,53,5,0.329,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,55,7,0.137,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,55,7,0.157,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,72,24,0.00717,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",7,72,24,0,10,27,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,47.96666667,0,0.0133,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,47.96666667,0,0,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,48.5,0.5,2.24,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,48.5,0.5,0.59,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,49,1,2.58,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,49,1,0.619,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,50,2,2.45,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,50,2,1.02,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,51,3,1.81,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,51,3,0.832,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,53,5,0.664,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,53,5,0.404,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,55,7,0.339,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,55,7,0.204,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,72,24,0.0244,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",8,72,24,0,10,27.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",9,48,0,0.336,30,110.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",9,48,0,0.473,30,110.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",9,48.5,0.5,0.389,30,110.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",9,48.5,0.5,0.459,30,110.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",9,49,1,1.32,30,110.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",9,49,1,0.83,30,110.1,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",10,48,0,0.293,30,111.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",10,48,0,0.365,30,111.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",10,48.5,0.5,3.74,30,111.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",10,48.5,0.5,1.57,30,111.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",10,49,1,5.19,30,111.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
"INH",10,49,1,2.71,30,111.9,3,-99,"Plasma",0,"Validation",NA,NA,NA,"Plasma"
